name,16S.match,23S.match,blaTEM.match,folP.match,gyrA.match,mtrR.match,mtrR_promoter.match,parC.match,parE.match,penA.match,ponA.match,porA.match,porB1a.match,porB1b.match,rpoB.match,rpsJ.match,tetM.match
SRR1661207,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,yes
SRR1661208,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661209,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661210,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661211,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR1661212,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661213,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661214,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661215,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661216,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
SRR1661217,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661218,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR1661219,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661220,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661221,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
SRR1661222,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661223,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR1661224,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR1661225,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR1661226,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661227,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661228,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661229,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR1661230,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661231,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661232,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661233,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661234,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661235,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661236,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661237,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661238,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661239,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661240,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661241,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661242,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661243,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661244,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661245,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661246,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661247,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661248,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661249,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661250,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661251,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661252,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661253,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661254,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661255,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661256,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661257,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661258,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661259,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661260,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661261,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR1661262,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661263,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
SRR1661264,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
SRR1661265,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661266,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661267,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661268,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661269,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661270,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661271,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661272,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661273,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661274,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661276,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661277,no,no,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,yes,no
SRR1661278,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661279,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661280,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661281,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR1661282,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no
SRR1661283,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661284,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661285,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661286,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661287,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661288,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661289,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
SRR1661290,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661291,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661292,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661293,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661294,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661295,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
SRR1661296,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
SRR1661297,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661298,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661299,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661300,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661302,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661303,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661304,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661305,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661306,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661307,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661308,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661309,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661310,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661311,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661312,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661313,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR1661314,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR1661315,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661316,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
SRR1661317,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR1661318,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661319,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no
SRR1661320,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
SRR1661321,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661322,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR1661323,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no
SRR1661324,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
SRR1661325,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes
SRR1661326,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661327,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661328,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR1661329,no,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes
SRR1661330,yes,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661331,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736093,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736094,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736095,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736096,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736097,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736098,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736099,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736100,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736101,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736102,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736103,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736104,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736105,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736106,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736107,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736108,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736109,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736110,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736111,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736112,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736113,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736114,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736115,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736116,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736117,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736118,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736119,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736120,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736121,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736122,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736123,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736124,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736125,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736126,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736127,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no
SRR2736128,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736129,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736130,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no
SRR2736131,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736132,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736133,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736134,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,yes
SRR2736135,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736136,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736137,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736138,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736139,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736140,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736141,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736142,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes
SRR2736143,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736144,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no
SRR2736145,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no
SRR2736146,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736147,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736148,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
SRR2736149,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes
SRR2736150,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736151,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736152,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no
SRR2736153,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no
SRR2736154,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736155,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
SRR2736156,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no
SRR2736157,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736158,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no
SRR2736159,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736160,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736161,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736162,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736163,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736164,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736165,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736166,no,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736167,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736168,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736169,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR2736170,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736171,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736172,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736173,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736174,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736175,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736177,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736179,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736180,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR2736181,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736182,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736183,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR2736184,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR2736185,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736186,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR2736187,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736188,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736189,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736190,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736191,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736192,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736193,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR2736194,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736195,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736196,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736197,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736198,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736199,no,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736200,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR2736201,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
SRR2736202,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736203,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes
SRR2736204,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR2736205,no,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736206,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736207,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736208,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736209,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736210,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736211,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736212,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736213,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no
SRR2736214,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736215,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736216,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736217,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736218,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
SRR2736219,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736220,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736221,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736222,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736223,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736224,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736225,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736226,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736227,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736228,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736229,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736230,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736231,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR2736232,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736233,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736234,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736235,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736236,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736237,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736238,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736239,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736240,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736241,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736242,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736243,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR2736244,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736245,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736246,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736247,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736248,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736249,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
SRR2736250,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736251,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736252,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736253,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736254,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736255,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
SRR2736256,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
SRR2736257,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR2736258,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736259,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736260,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736261,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736262,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR2736263,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
